time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.coordinate_frame,.type_mask,x_pose,y_pose,z_pose,.velocity.x,.velocity.y,.velocity.z,.acceleration_or_force.x,.acceleration_or_force.y,.acceleration_or_force.z,.yaw,.yaw_rate
2023/02/22/20:32:56.834684,2688,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:56.884447,2689,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:56.934541,2690,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:56.984523,2691,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.034605,2692,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.084358,2693,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.134645,2694,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.184489,2695,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.234543,2696,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.284503,2697,0,0,,1,504,1,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.334626,2698,0,0,,1,504,2,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.384589,2699,0,0,,1,504,3,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.434660,2700,0,0,,1,504,4,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.484596,2701,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.534658,2702,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.584527,2703,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.634753,2704,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.684565,2705,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.734631,2706,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.784631,2707,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.834588,2708,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.884606,2709,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.934659,2710,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:57.984605,2711,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.034698,2712,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.084560,2713,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.134719,2714,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.184559,2715,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.234542,2716,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.284486,2717,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.334556,2718,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.384474,2719,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.434856,2720,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.484596,2721,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.534737,2722,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.584512,2723,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.634691,2724,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.684384,2725,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.734595,2726,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.784468,2727,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.834580,2728,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.884412,2729,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.934638,2730,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:58.984398,2731,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.034712,2732,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.084430,2733,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.134638,2734,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.184508,2735,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.234631,2736,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.284466,2737,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.334552,2738,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.384445,2739,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.434778,2740,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.484430,2741,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.534518,2742,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.584472,2743,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.634695,2744,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.684403,2745,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.734599,2746,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.784566,2747,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.834596,2748,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.884490,2749,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.934692,2750,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:32:59.984558,2751,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.034576,2752,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.084468,2753,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.134791,2754,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.184640,2755,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.234613,2756,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.284403,2757,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.334617,2758,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.384451,2759,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.434602,2760,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.484426,2761,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.534616,2762,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.584457,2763,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.634707,2764,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.684282,2765,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.734592,2766,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.784534,2767,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.834624,2768,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.884406,2769,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.934556,2770,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:00.984555,2771,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.034616,2772,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.084393,2773,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.134513,2774,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.184502,2775,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.234809,2776,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.284617,2777,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.334799,2778,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.384707,2779,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.434829,2780,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.484835,2781,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.534615,2782,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.584617,2783,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.635011,2784,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.684527,2785,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.734659,2786,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.784555,2787,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.834878,2788,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.884579,2789,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.934635,2790,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:01.984604,2791,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.034784,2792,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.084649,2793,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.134797,2794,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.184543,2795,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.234790,2796,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.284709,2797,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.334809,2798,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.384654,2799,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.434821,2800,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.484724,2801,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.534653,2802,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.584899,2803,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.634716,2804,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.684515,2805,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.734641,2806,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.784509,2807,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.834837,2808,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.884688,2809,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.934843,2810,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:02.984546,2811,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.034758,2812,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.084633,2813,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.134583,2814,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.184474,2815,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.234684,2816,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.284620,2817,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.334796,2818,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.384586,2819,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.434768,2820,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.484617,2821,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.535064,2822,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.584695,2823,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.634845,2824,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.684826,2825,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.734613,2826,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.784624,2827,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.834695,2828,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.884727,2829,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.934604,2830,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:03.984536,2831,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.034723,2832,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.084848,2833,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.134640,2834,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.184763,2835,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.234914,2836,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.284700,2837,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.334924,2838,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.384674,2839,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.434785,2840,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.484868,2841,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.534776,2842,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.584633,2843,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.634789,2844,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.684515,2845,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.734478,2846,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.784499,2847,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.834628,2848,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.884710,2849,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.934577,2850,0,0,,1,504,4,8,14,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:04.984685,2851,0,0,,1,504,3,6,13,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.034778,2852,0,0,,1,504,2,4,12,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.084420,2853,0,0,,1,504,1,2,11,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.134607,2854,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.184505,2855,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.234531,2856,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.284367,2857,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.334788,2858,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.384576,2859,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.434620,2860,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.484746,2861,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.534827,2862,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.584773,2863,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.634581,2864,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.684528,2865,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.734455,2866,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.784658,2867,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.834615,2868,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.884725,2869,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.934919,2870,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:05.984503,2871,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.034765,2872,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.084710,2873,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.134521,2874,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.184642,2875,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.234584,2876,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.284507,2877,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.334663,2878,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.384381,2879,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.434803,2880,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.484450,2881,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.534522,2882,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.584762,2883,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.634619,2884,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.684677,2885,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.734495,2886,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.784592,2887,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.834579,2888,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.884571,2889,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.934581,2890,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:06.984549,2891,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.034700,2892,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.084841,2893,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.134574,2894,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.184681,2895,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.234745,2896,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.284867,2897,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.334611,2898,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.384555,2899,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.434607,2900,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.484580,2901,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.534655,2902,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.584678,2903,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.634699,2904,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.684556,2905,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.734668,2906,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.784876,2907,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.834697,2908,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.884694,2909,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.934705,2910,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:07.984629,2911,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.034731,2912,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.084557,2913,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.134647,2914,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.184632,2915,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.234512,2916,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.284697,2917,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.335041,2918,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.384616,2919,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.435081,2920,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.484672,2921,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.534963,2922,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.584621,2923,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.634985,2924,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.684683,2925,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.735040,2926,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.784615,2927,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.834653,2928,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.884790,2929,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.934599,2930,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:08.984687,2931,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.034572,2932,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.084748,2933,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.134604,2934,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.184679,2935,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.234625,2936,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.284428,2937,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.334750,2938,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.384844,2939,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.434541,2940,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.484692,2941,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.534551,2942,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.584501,2943,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
