time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.coordinate_frame,.type_mask,x_pose,y_pose,z_pose,.velocity.x,.velocity.y,.velocity.z,.acceleration_or_force.x,.acceleration_or_force.y,.acceleration_or_force.z,.yaw,.yaw_rate
2023/02/22/20:33:09.634507,2944,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.684641,2945,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.734666,2946,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.784480,2947,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.834722,2948,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.884630,2949,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.934943,2950,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:09.984734,2951,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.034636,2952,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.084690,2953,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.134523,2954,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.184686,2955,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.234534,2956,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.284636,2957,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.334703,2958,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.384493,2959,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.434690,2960,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.484640,2961,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.534597,2962,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.584996,2963,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.634619,2964,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.684714,2965,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.734770,2966,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.784505,2967,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.834469,2968,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.884414,2969,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.934473,2970,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:10.984493,2971,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.034528,2972,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.084569,2973,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.134600,2974,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.184575,2975,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.234637,2976,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.284568,2977,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.334616,2978,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.384543,2979,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.434634,2980,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.484534,2981,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.534711,2982,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.584686,2983,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.634933,2984,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.684558,2985,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.734944,2986,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.784773,2987,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.834769,2988,0,0,,1,504,0,1,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.884647,2989,0,0,,1,504,0,2,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.935022,2990,0,0,,1,504,0,3,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:11.984614,2991,0,0,,1,504,0,4,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.034999,2992,0,0,,1,504,0,5,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.084651,2993,0,0,,1,504,0,6,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.134609,2994,0,0,,1,504,0,7,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.184567,2995,0,0,,1,504,0,8,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.234457,2996,0,0,,1,504,0,9,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.284394,2997,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.334483,2998,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.384561,2999,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.434592,3000,0,0,,1,504,0,0,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.484535,3001,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.534648,3002,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.584951,3003,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.634858,3004,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.684919,3005,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.734698,3006,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.784526,3007,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.834620,3008,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.884567,3009,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.934525,3010,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:12.984584,3011,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.034686,3012,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.084478,3013,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.134877,3014,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.184473,3015,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.234823,3016,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.284807,3017,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.334654,3018,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.384754,3019,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.434754,3020,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.484529,3021,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.534515,3022,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.584432,3023,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.634548,3024,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.684645,3025,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.734652,3026,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.784489,3027,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.834699,3028,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.884407,3029,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.934647,3030,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:13.984623,3031,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.034692,3032,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.084796,3033,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.134637,3034,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.184450,3035,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.234603,3036,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.284520,3037,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.334717,3038,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.384536,3039,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.434781,3040,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.484416,3041,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.534856,3042,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.584493,3043,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.634656,3044,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.684957,3045,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.734703,3046,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.784622,3047,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.834535,3048,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.884444,3049,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.934507,3050,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:14.984602,3051,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.034646,3052,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.084641,3053,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.134588,3054,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.184508,3055,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.234558,3056,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.284520,3057,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.334414,3058,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.384563,3059,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.434585,3060,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.484328,3061,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.534587,3062,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.584583,3063,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.634601,3064,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.684804,3065,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.734721,3066,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.784649,3067,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.834422,3068,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.884401,3069,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.934848,3070,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:15.984761,3071,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.034619,3072,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.084538,3073,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.134493,3074,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.184510,3075,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.234512,3076,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.284521,3077,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.334746,3078,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.384413,3079,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.434638,3080,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.484760,3081,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.534777,3082,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.584569,3083,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.634752,3084,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.684455,3085,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.734634,3086,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.784575,3087,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.834643,3088,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.884724,3089,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.934624,3090,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:16.984558,3091,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.034605,3092,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.084639,3093,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.134559,3094,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.184537,3095,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.234591,3096,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.284922,3097,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.334426,3098,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.384413,3099,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.434835,3100,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.484596,3101,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.534493,3102,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.584512,3103,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.634478,3104,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.684316,3105,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.734693,3106,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.784500,3107,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.834429,3108,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.884877,3109,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.934721,3110,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:17.984575,3111,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.034540,3112,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.084424,3113,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.134496,3114,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.184603,3115,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.234455,3116,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.284529,3117,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.334480,3118,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.384470,3119,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.434465,3120,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.484632,3121,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.534594,3122,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.584499,3123,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.634543,3124,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.684373,3125,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.734602,3126,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.784446,3127,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.834583,3128,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.884489,3129,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.934535,3130,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:18.984478,3131,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.034474,3132,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.084377,3133,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.134532,3134,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.184432,3135,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.234789,3136,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.284497,3137,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.334541,3138,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.384552,3139,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.434566,3140,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.484492,3141,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.534557,3142,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.584437,3143,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.634520,3144,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.684550,3145,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.734750,3146,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.784445,3147,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.834629,3148,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.884611,3149,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.934584,3150,0,0,,1,504,0,10,11,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.984494,3151,0,0,,1,504,0,10,12,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.034585,3152,0,0,,1,504,0,10,13,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.084508,3153,0,0,,1,504,0,10,14,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.134509,3154,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.184492,3155,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.234631,3156,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.284872,3157,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.334831,3158,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.384651,3159,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.434838,3160,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.484532,3161,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.534502,3162,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.584439,3163,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.634598,3164,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.684550,3165,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.734576,3166,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.784484,3167,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.834572,3168,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.884582,3169,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.934608,3170,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.984451,3171,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.034737,3172,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.084587,3173,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.134651,3174,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.184526,3175,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.234598,3176,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.284508,3177,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.334699,3178,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.384544,3179,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.434704,3180,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.484523,3181,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.534598,3182,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.584670,3183,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.634603,3184,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.684467,3185,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.734620,3186,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.784547,3187,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.834520,3188,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.884427,3189,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.934467,3190,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.984473,3191,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.034546,3192,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.084439,3193,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.134587,3194,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.184557,3195,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.234652,3196,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.284548,3197,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.334516,3198,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.384508,3199,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
