time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,x_pose,y_pose,z_pose,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,c
2023/02/19/19:16:02.879353,629,1814917,409592775,map,0.083208807,11.86822605,9.978305817,-0.172374481,0.184265071,-0.682244443,-0.686204048,21
2023/02/19/19:16:02.911543,630,1814917,442286285,map,0.085978113,11.9241581,9.979987144,-0.169654219,0.18155606,-0.682787977,-0.687062908,21
2023/02/19/19:16:02.947357,631,1814917,482286285,map,0.089066513,11.98698807,9.982078552,-0.167205127,0.179008179,-0.68340093,-0.687722032,21
2023/02/19/19:16:02.979117,632,1814917,514286285,map,0.091210067,12.03175259,9.983781815,-0.16577999,0.177497262,-0.683756313,-0.688105483,21
2023/02/19/19:16:03.011122,633,1814917,546978189,map,0.093040891,12.07167721,9.985561371,-0.162586308,0.174177569,-0.684562293,-0.688913895,21
2023/02/19/19:16:03.047124,634,1814917,578978189,map,0.094629377,12.10594273,9.987251282,-0.159246451,0.170531734,-0.685399664,-0.68977302,21
2023/02/19/19:16:03.079351,635,1814917,610978189,map,0.095922738,12.13597012,9.989002228,-0.157472891,0.168574012,-0.685853651,-0.690209933,21
2023/02/19/19:16:03.111603,636,1814917,643667568,map,0.096991703,12.1605711,9.990659714,-0.153859029,0.164496348,-0.686732798,-0.691134166,21
2023/02/19/19:16:03.147216,637,1814917,683667568,map,0.097948462,12.18486404,9.992663383,-0.149824873,0.160243422,-0.687728191,-0.692029227,21
2023/02/19/19:16:03.179353,638,1814917,715667568,map,0.0984255,12.19933701,9.994274139,-0.147740793,0.157917593,-0.688306908,-0.692436578,21
2023/02/19/19:16:03.211662,639,1814917,748355379,map,0.098702103,12.20893478,9.99581337,-0.143486238,0.153206291,-0.689430339,-0.693271457,21
2023/02/19/19:16:03.247722,640,1814917,780355379,map,0.098800369,12.21380711,9.997256279,-0.138337476,0.14759178,-0.690623631,-0.694347605,21
2023/02/19/19:16:03.279411,641,1814917,812355379,map,0.098668911,12.2143259,9.998664856,-0.136425046,0.145620611,-0.691070258,-0.694697638,21
2023/02/19/19:16:03.311655,642,1814917,845041367,map,0.09836112,12.21021843,9.999932289,-0.131469748,0.140154637,-0.692221689,-0.695630368,21
2023/02/19/19:16:03.347586,643,1814917,885041367,map,0.097689196,12.19955826,10.00149155,-0.126320105,0.134414862,-0.693337683,-0.696605195,21
2023/02/19/19:16:03.379523,644,1814917,917041367,map,0.096916921,12.18639755,10.00264168,-0.123556222,0.13137858,-0.693851408,-0.697168491,21
2023/02/19/19:16:03.411548,645,1814917,949725419,map,0.095998935,12.16914272,10.00360012,-0.118081714,0.125492047,-0.694948744,-0.698108027,21
2023/02/19/19:16:03.447366,646,1814917,981725419,map,0.094911605,12.14821529,10.00456619,-0.112423197,0.119323252,-0.696101957,-0.698974407,21
2023/02/19/19:16:03.479523,647,1814918,13725419,map,0.093705282,12.12350178,10.00542259,-0.109557412,0.116136833,-0.696672127,-0.699397891,22
2023/02/19/19:16:03.511581,648,1814918,46407670,map,0.092372917,12.09519482,10.00615692,-0.10387537,0.109735606,-0.697741274,-0.700232265,22
2023/02/19/19:16:03.551553,649,1814918,86407670,map,0.090484813,12.05473423,10.00698757,-0.097828016,0.103248551,-0.698856357,-0.700977375,22
2023/02/19/19:16:03.583631,650,1814918,118407670,map,0.08879111,12.01863003,10.00749397,-0.094828221,0.099895803,-0.699351765,-0.701381297,22
2023/02/19/19:16:03.615468,651,1814918,151100198,map,0.086950801,11.97940063,10.00788879,-0.088053029,0.092528094,-0.700424323,-0.702204335,22
2023/02/19/19:16:03.651318,652,1814918,183100198,map,0.084917262,11.9370575,10.00820827,-0.081890592,0.085578467,-0.701421422,-0.702835959,22
2023/02/19/19:16:03.683323,653,1814918,215100198,map,0.082726255,11.89188576,10.00838375,-0.079341297,0.082829345,-0.701750688,-0.703128949,22
2023/02/19/19:16:03.715549,654,1814918,247790729,map,0.080326363,11.84382629,10.00847054,-0.072955939,0.075724877,-0.702594954,-0.703778115,22
2023/02/19/19:16:03.751865,655,1814918,287790729,map,0.077175811,11.78016186,10.0083828,-0.066641655,0.068808622,-0.703327137,-0.704382998,22
2023/02/19/19:16:03.783395,656,1814918,319790729,map,0.074510448,11.72647953,10.00818443,-0.063386357,0.06531699,-0.703693659,-0.704649606,22
2023/02/19/19:16:03.815478,657,1814918,352479045,map,0.071683191,11.67030621,10.00791836,-0.057063963,0.058385412,-0.704365504,-0.705127022,22
2023/02/19/19:16:03.851562,658,1814918,384479045,map,0.068758965,11.61205578,10.00757027,-0.050626441,0.051547666,-0.70492916,-0.705588293,22
2023/02/19/19:16:03.883447,659,1814918,416479045,map,0.065759122,11.55192947,10.00713348,-0.047485434,0.048164068,-0.705185688,-0.70578931,22
2023/02/19/19:16:03.915435,660,1814918,449165890,map,0.062576324,11.48922634,10.00662136,-0.041076169,0.041221064,-0.705671058,-0.70614595,22
2023/02/19/19:16:03.951557,661,1814918,489165890,map,0.05854604,11.40891552,10.00591755,-0.034207999,0.033621442,-0.706052175,-0.706533677,22
2023/02/19/19:16:03.983426,662,1814918,521165890,map,0.055261094,11.34306622,10.00534153,-0.031806102,0.030848228,-0.706200958,-0.706623781,22
2023/02/19/19:16:04.015499,663,1814918,553850741,map,0.051790986,11.27506542,10.00474072,-0.025612472,0.024105125,-0.70643346,-0.706905049,22
2023/02/19/19:16:04.051620,664,1814918,585850741,map,0.048374057,11.20643711,10.00410938,-0.019671861,0.017477915,-0.706693488,-0.707030412,22
2023/02/19/19:16:04.083384,665,1814918,617850741,map,0.044889912,11.13635063,10.00346088,-0.016735604,0.014324856,-0.706748758,-0.707121561,22
2023/02/19/19:16:04.115301,666,1814918,650533370,map,0.041336395,11.06486893,10.00272942,-0.010891344,0.007891355,-0.706888139,-0.70719755,22
2023/02/19/19:16:04.151127,667,1814918,690533370,map,0.036951762,10.9749136,10.0017519,-0.00530475,0.001692188,-0.706994495,-0.707197151,22
2023/02/19/19:16:04.183495,668,1814918,722533370,map,0.033396438,10.90188217,10.00092125,-0.002595101,-0.001442215,-0.707044016,-0.707163393,22
2023/02/19/19:16:04.215159,669,1814918,755214002,map,0.029777253,10.8278389,10.00000763,0.002826134,-0.007374302,-0.707083338,-0.707086223,22
2023/02/19/19:16:04.251106,670,1814918,787214002,map,0.026180828,10.75359154,9.999044418,0.007984067,-0.013095657,-0.707114564,-0.706932687,22
2023/02/19/19:16:04.283185,671,1814918,819214002,map,0.022540873,10.67862415,9.997994423,0.010608069,-0.015986993,-0.707018429,-0.70693475,22
2023/02/19/19:16:04.315467,672,1814918,851893006,map,0.018923145,10.60374832,9.996943474,0.015541564,-0.021288128,-0.706939509,-0.706782789,22
2023/02/19/19:16:04.351581,673,1814918,891893006,map,0.014441811,10.51011276,9.9956007,0.020368329,-0.026558994,-0.706829269,-0.706592017,22
2023/02/19/19:16:04.383501,674,1814918,923893006,map,0.010840067,10.43507195,9.994451523,0.022570906,-0.029064388,-0.706771578,-0.706484071,22
2023/02/19/19:16:04.415492,675,1814918,956570361,map,0.007298411,10.36053753,9.993309021,0.027036016,-0.033942255,-0.706599565,-0.706281904,22
2023/02/19/19:16:04.451067,676,1814918,988570361,map,0.003809049,10.28665066,9.992160797,0.031265024,-0.038425743,-0.706370665,-0.7061067,22
2023/02/19/19:16:04.483323,677,1814919,20570361,map,0.000235569,10.21208286,9.990901947,0.033292258,-0.040623563,-0.70628295,-0.705978539,23
2023/02/19/19:16:04.515343,678,1814919,53245459,map,-0.003198728,10.13911819,9.989693642,0.037558372,-0.04525459,-0.705965519,-0.705800408,23
2023/02/19/19:16:04.551381,679,1814919,93245459,map,-0.007435367,10.04866886,9.988121033,0.041394855,-0.049281509,-0.705721226,-0.705560433,23
2023/02/19/19:16:04.583476,680,1814919,125245459,map,-0.01087955,9.976309776,9.986818314,0.042732628,-0.050802198,-0.705622844,-0.705471093,23
2023/02/19/19:16:04.615419,681,1814919,157919015,map,-0.014168402,9.905939102,9.985572815,0.046113895,-0.054474627,-0.705366638,-0.705240419,23
2023/02/19/19:16:04.651278,682,1814919,189919015,map,-0.017419219,9.836158752,9.984312057,0.0492254,-0.057747085,-0.705073635,-0.705062641,23
2023/02/19/19:16:04.683211,683,1814919,221919015,map,-0.020541472,9.767805099,9.983089447,0.050748973,-0.059442182,-0.704916859,-0.704970498,23
2023/02/19/19:16:04.715645,684,1814919,254590441,map,-0.023552025,9.700968742,9.98188591,0.053415225,-0.062318925,-0.704656461,-0.704785488,23
2023/02/19/19:16:04.755182,685,1814919,294590441,map,-0.027252138,9.618009567,9.980383873,0.05612933,-0.065230297,-0.704375705,-0.704591755,23
2023/02/19/19:16:04.787823,686,1814919,326590441,map,-0.030020462,9.553742409,9.97922802,0.056956043,-0.06622712,-0.704215246,-0.704592645,23
2023/02/19/19:16:04.819555,687,1814919,359271772,map,-0.032628953,9.491249084,9.978072166,0.059117489,-0.06851301,-0.704022524,-0.704388597,23
2023/02/19/19:16:04.855024,688,1814919,391271772,map,-0.035152085,9.429018021,9.976847649,0.061024671,-0.070580897,-0.703789261,-0.70425493,23
2023/02/19/19:16:04.887475,689,1814919,423271772,map,-0.037491713,9.368768692,9.975660324,0.061925058,-0.071421933,-0.703690224,-0.704190606,23
2023/02/19/19:16:04.919317,690,1814919,455951361,map,-0.039654616,9.310557365,9.974523544,0.06351908,-0.073117052,-0.703574167,-0.703990478,23
2023/02/19/19:16:04.955057,691,1814919,495951361,map,-0.042233709,9.239800453,9.973167419,0.064975643,-0.074488932,-0.703354412,-0.703933412,23
2023/02/19/19:16:04.986815,692,1814919,527951361,map,-0.044174444,9.185161591,9.972154617,0.065655355,-0.075163672,-0.703246735,-0.703906219,23
2023/02/19/19:16:05.019253,693,1814919,560628919,map,-0.04597953,9.132708549,9.971222878,0.066824332,-0.076108739,-0.703195632,-0.70374566,23
2023/02/19/19:16:05.055086,694,1814919,592628919,map,-0.047705073,9.081659317,9.970340729,0.067714418,-0.076776338,-0.703074984,-0.703708595,23
2023/02/19/19:16:05.086901,695,1814919,624628919,map,-0.049236644,9.033632278,9.969569206,0.068183871,-0.077169735,-0.703054041,-0.703641198,23
2023/02/19/19:16:05.119052,696,1814919,657304767,map,-0.05072565,8.986316681,9.968762398,0.068675247,-0.077536185,-0.702930152,-0.703676915,23
2023/02/19/19:16:05.155627,697,1814919,697304767,map,-0.052377589,8.930265427,9.967856407,0.069109708,-0.077696616,-0.702845127,-0.703701502,23
2023/02/19/19:16:05.187009,698,1814919,729304767,map,-0.053552292,8.887803078,9.96716404,0.069209341,-0.077729988,-0.702823967,-0.703709175,23
2023/02/19/19:16:05.219043,699,1814919,761978814,map,-0.054605179,8.847073555,9.966509819,0.06938857,-0.077663892,-0.70278339,-0.703739384,23
2023/02/19/19:16:05.255245,700,1814919,793978814,map,-0.055460978,8.808753967,9.965943336,0.069197385,-0.077413072,-0.702777991,-0.703791229,23
2023/02/19/19:16:05.287425,701,1814919,825978814,map,-0.056120235,8.772857666,9.965436935,0.069116703,-0.07715285,-0.702791526,-0.703814277,23
2023/02/19/19:16:05.319143,702,1814919,858651276,map,-0.056641404,8.738657951,9.96493721,0.068796196,-0.076621958,-0.702789183,-0.703905972,23
2023/02/19/19:16:05.359377,703,1814919,898651276,map,-0.057049111,8.699066162,9.964349747,0.068191038,-0.075693941,-0.702908245,-0.703946309,23
2023/02/19/19:16:05.391503,704,1814919,930651276,map,-0.057208829,8.670046806,9.963897705,0.068047697,-0.075371928,-0.702906833,-0.703996274,23
2023/02/19/19:16:05.423212,705,1814919,963333403,map,-0.057250928,8.642744064,9.963480949,0.067248451,-0.074238214,-0.702984649,-0.70411579,23
2023/02/19/19:16:05.459416,706,1814919,995333403,map,-0.057126042,8.617864609,9.963115692,0.066338356,-0.072912556,-0.703064229,-0.704261105,23
2023/02/19/19:16:05.491324,707,1814920,27333403,map,-0.056899488,8.59476757,9.962807655,0.065836588,-0.072232894,-0.703047957,-0.704394377,24
2023/02/19/19:16:05.523099,708,1814920,60013537,map,-0.05655425,8.573487282,9.962584496,0.064605651,-0.070613546,-0.703290051,-0.704430957,24
2023/02/19/19:16:05.559636,709,1814920,100013537,map,-0.055860255,8.550613403,9.962439537,0.063312642,-0.069136221,-0.703481816,-0.704503454,24
2023/02/19/19:16:05.591479,710,1814920,132013537,map,-0.055143408,8.534391403,9.962402344,0.062484177,-0.06818041,-0.703594961,-0.704557632,24
2023/02/19/19:16:05.623109,711,1814920,164692407,map,-0.054278217,8.51999855,9.962409019,0.061355848,-0.066550849,-0.703818132,-0.704589702,24
2023/02/19/19:16:05.659623,712,1814920,196692407,map,-0.053235319,8.50849247,9.962469101,0.059499059,-0.064449491,-0.703961308,-0.704801149,24
2023/02/19/19:16:05.691329,713,1814920,228692407,map,-0.052054677,8.498239517,9.962505341,0.058676692,-0.063419082,-0.704102758,-0.704822218,24
2023/02/19/19:16:05.723559,714,1814920,261368956,map,-0.050735921,8.490314484,9.962630272,0.056925091,-0.061225602,-0.704322949,-0.704939791,24
2023/02/19/19:16:05.759097,715,1814920,301368956,map,-0.048923951,8.483735085,9.962882996,0.055258191,-0.059202334,-0.70445275,-0.705115555,24
2023/02/19/19:16:05.791531,716,1814920,333368956,map,-0.04730875,8.480092049,9.963107109,0.054323774,-0.057976388,-0.704562108,-0.705180854,24
2023/02/19/19:16:05.823318,717,1814920,366043717,map,-0.045605142,8.479095459,9.963422775,0.052129893,-0.055260867,-0.704756502,-0.705370081,24
2023/02/19/19:16:05.859421,718,1814920,398043717,map,-0.043799713,8.479701996,9.963805199,0.049947082,-0.05266255,-0.704944532,-0.705539034,24
2023/02/19/19:16:05.891225,719,1814920,430043717,map,-0.041847866,8.481917381,9.964226723,0.049048126,-0.051586336,-0.705043825,-0.705582282,24
2023/02/19/19:16:05.923188,720,1814920,462716453,map,-0.039798688,8.486567497,9.964704514,0.046719242,-0.048970352,-0.705168938,-0.705801762,24
2023/02/19/19:16:05.959211,721,1814920,502716453,map,-0.037123904,8.494084358,9.965360641,0.044317954,-0.046203235,-0.705321688,-0.705990401,24
2023/02/19/19:16:05.991411,722,1814920,534716453,map,-0.03490055,8.501922607,9.965913773,0.043223324,-0.044817639,-0.705397358,-0.706072107,24
2023/02/19/19:16:06.023337,723,1814920,567387243,map,-0.032608941,8.511610985,9.966546059,0.040739501,-0.041991934,-0.705514333,-0.706276628,24
2023/02/19/19:16:06.059261,724,1814920,599387243,map,-0.030263525,8.522723198,9.96726799,0.038196156,-0.039014273,-0.705766306,-0.706337638,24
2023/02/19/19:16:06.091488,725,1814920,631387243,map,-0.027850579,8.535532951,9.96805954,0.036981034,-0.037549187,-0.705822401,-0.706425685,24
2023/02/19/19:16:06.122905,726,1814920,664056782,map,-0.025356416,8.549955368,9.968895912,0.034302649,-0.034224813,-0.706026637,-0.70652558,24
2023/02/19/19:16:06.159413,727,1814920,704056782,map,-0.02213962,8.569726944,9.970014572,0.031757584,-0.031157546,-0.70624259,-0.706570686,24
2023/02/19/19:16:06.191138,728,1814920,736056782,map,-0.019492999,8.587095261,9.970999718,0.030496315,-0.029686239,-0.706299298,-0.706632915,24
2023/02/19/19:16:06.223222,729,1814920,768724027,map,-0.016782969,8.60593605,9.972017288,0.027837677,-0.026730375,-0.7064889,-0.70667116,24
2023/02/19/19:16:06.259554,730,1814920,800724027,map,-0.014017616,8.625917435,9.973036766,0.025621574,-0.02409369,-0.706638319,-0.706700359,24
2023/02/19/19:16:06.291183,731,1814920,832724027,map,-0.011225079,8.647238731,9.974030495,0.024310589,-0.022626122,-0.706664517,-0.706768907,24
2023/02/19/19:16:06.322868,732,1814920,865389300,map,-0.008381202,8.669607162,9.974982262,0.021618186,-0.019574046,-0.706823342,-0.706788785,24
2023/02/19/19:16:06.359260,733,1814920,905389300,map,-0.004867504,8.699307442,9.97614193,0.018901051,-0.016452834,-0.706880007,-0.70688958,24
2023/02/19/19:16:06.391365,734,1814920,937389300,map,-0.002070604,8.724319458,9.977079391,0.017710244,-0.015186041,-0.706928398,-0.706900364,24
2023/02/19/19:16:06.422915,735,1814920,970052633,map,0.000766826,8.750227928,9.978043556,0.015119538,-0.012301836,-0.706992466,-0.706952368,24
2023/02/19/19:16:06.459323,736,1814921,2052633,map,0.003632647,8.777133942,9.979036331,0.012187183,-0.009058968,-0.707051962,-0.706998576,25
2023/02/19/19:16:06.491244,737,1814921,34052633,map,0.006534915,8.80495739,9.980023384,0.01121893,-0.007943531,-0.707102931,-0.70697711,25
2023/02/19/19:16:06.522978,738,1814921,66714292,map,0.009570003,8.833385468,9.981039047,0.008541717,-0.005030018,-0.707111972,-0.707032217,25
2023/02/19/19:16:06.559121,739,1814921,106714292,map,0.01332777,8.87021637,9.982310295,0.006096043,-0.00207211,-0.707118322,-0.70706599,25
2023/02/19/19:16:06.591337,740,1814921,138714292,map,0.016351299,8.900495529,9.983353615,0.004905993,-0.000721068,-0.707130468,-0.707065814,25
2023/02/19/19:16:06.622911,741,1814921,171374462,map,0.019515105,8.931352615,9.984409332,0.002508082,0.00206775,-0.707180723,-0.707025421,25
2023/02/19/19:16:06.659358,742,1814921,203374462,map,0.022633357,8.962953568,9.985459328,6.36E-05,0.004810472,-0.707158286,-0.707039008,25
2023/02/19/19:16:06.691075,743,1814921,235374462,map,0.02583072,8.995059967,9.986485481,-0.001356227,0.006412403,-0.707124734,-0.707058483,25
2023/02/19/19:16:06.723263,744,1814921,268031641,map,0.029107787,9.027650833,9.987528801,-0.003399132,0.00901192,-0.707089732,-0.70705825,25
2023/02/19/19:16:06.758983,745,1814921,308031641,map,0.033130366,9.069085121,9.988789558,-0.005777427,0.011565099,-0.707039006,-0.707056377,25
2023/02/19/19:16:06.791217,746,1814921,340031641,map,0.036367346,9.102646828,9.989789009,-0.006852065,0.012886573,-0.707054713,-0.707008301,25
2023/02/19/19:16:06.823175,747,1814921,372688256,map,0.039583858,9.136590958,9.990761757,-0.00897117,0.015373603,-0.706999831,-0.706989763,25
2023/02/19/19:16:06.859128,748,1814921,404688256,map,0.042677179,9.170833588,9.991684914,-0.011051077,0.017947335,-0.706919172,-0.706980228,25
2023/02/19/19:16:06.891126,749,1814921,436688256,map,0.045775522,9.205286026,9.992569923,-0.012203568,0.019119196,-0.706891341,-0.706958494,25
2023/02/19/19:16:06.922731,750,1814921,469342706,map,0.048777033,9.239907265,9.993451118,-0.014202254,0.021616585,-0.706782012,-0.706958579,25
2023/02/19/19:16:06.959084,751,1814921,509342706,map,0.052374531,9.283286095,9.994565964,-0.016271984,0.024041545,-0.706691199,-0.706926322,25
2023/02/19/19:16:06.991169,752,1814921,541342706,map,0.055212542,9.318078041,9.995532036,-0.017212229,0.025210547,-0.706660431,-0.706894039,25
2023/02/19/19:16:07.023443,753,1814921,573994970,map,0.057946861,9.352860451,9.996520042,-0.019276002,0.02728762,-0.706589351,-0.706834716,25
2023/02/19/19:16:07.059382,754,1814921,605994970,map,0.060567636,9.387556076,9.997542381,-0.021067113,0.029433788,-0.7064326,-0.706854237,25
2023/02/19/19:16:07.091276,755,1814921,637994970,map,0.063139133,9.422286034,9.998632431,-0.022103916,0.030497937,-0.70638871,-0.706821336,25
2023/02/19/19:16:07.123029,756,1814921,670645124,map,0.065551013,9.456799507,9.999681473,-0.023698654,0.032115095,-0.70634405,-0.706742674,25
2023/02/19/19:16:07.159322,757,1814921,710645124,map,0.068428271,9.499775887,10.00096226,-0.025311713,0.033840477,-0.706255876,-0.706694292,25
2023/02/19/19:16:07.191393,758,1814921,742645124,map,0.07061445,9.533940315,10.00200367,-0.02626135,0.034656735,-0.706200304,-0.706675602,25
2023/02/19/19:16:07.223152,759,1814921,775293566,map,0.072672449,9.567760468,10.00306606,-0.027992118,0.036440683,-0.706066544,-0.706653165,25
2023/02/19/19:16:07.259230,760,1814921,807293566,map,0.074663274,9.601302147,10.00414181,-0.02937583,0.037890098,-0.705951077,-0.706636038,25
2023/02/19/19:16:07.291127,761,1814921,839293566,map,0.076560944,9.634550095,10.00518036,-0.030073146,0.038622982,-0.705977505,-0.706540742,25
2023/02/19/19:16:07.323102,762,1814921,871939829,map,0.078289621,9.667244911,10.00614738,-0.031461718,0.039961638,-0.70590738,-0.706475913,25
2023/02/19/19:16:07.359317,763,1814921,911939829,map,0.080354676,9.707694054,10.00730228,-0.032840418,0.041245207,-0.705870522,-0.706376132,25
2023/02/19/19:16:07.391287,764,1814921,943939829,map,0.081918485,9.739571571,10.00819206,-0.033429269,0.041832832,-0.705824799,-0.706359645,25
2023/02/19/19:16:07.423060,765,1814921,976584100,map,0.083322205,9.770572662,10.01056862,-0.034644036,0.043005637,-0.705776569,-0.706278906,25
2023/02/19/19:16:07.459367,766,1814922,8584100,map,0.084624521,9.800254822,10.02182198,-0.036271275,0.044737323,-0.705698446,-0.706167706,26
2023/02/19/19:16:07.491101,767,1814922,40584100,map,0.085692123,9.828123093,10.04312611,-0.036460281,0.044862416,-0.705688435,-0.706159931,26
2023/02/19/19:16:07.523194,768,1814922,73226273,map,0.086521618,9.85418129,10.07432556,-0.035437023,0.043661374,-0.705740639,-0.706235179,26
2023/02/19/19:16:07.559491,769,1814922,113226273,map,0.087321319,9.884989738,10.12398434,-0.033712366,0.041420413,-0.705825154,-0.706370249,26
2023/02/19/19:16:07.591244,770,1814922,145226273,map,0.08774139,9.908187866,10.17117691,-0.032596139,0.039856137,-0.705892983,-0.706444623,26
2023/02/19/19:16:07.623297,771,1814922,177866845,map,0.088101521,9.930745125,10.22249603,-0.030371374,0.036750122,-0.706076787,-0.706528621,26
2023/02/19/19:16:07.659325,772,1814922,209866845,map,0.088390663,9.952899933,10.27676201,-0.02888617,0.034576663,-0.706163334,-0.706614117,26
2023/02/19/19:16:07.691305,773,1814922,241866845,map,0.088589057,9.974365234,10.33480263,-0.028362624,0.033808851,-0.706224798,-0.7066109,26
2023/02/19/19:16:07.723019,774,1814922,274505767,map,0.088736437,9.995440483,10.39543247,-0.027640216,0.032489966,-0.706240528,-0.706685785,26
2023/02/19/19:16:07.759326,775,1814922,314505767,map,0.088816196,10.02085876,10.47563744,-0.02752775,0.031936285,-0.70621729,-0.706738611,26
2023/02/19/19:16:07.791265,776,1814922,346505767,map,0.088766627,10.04033279,10.54340649,-0.027576475,0.03185783,-0.706201031,-0.706756556,26
2023/02/19/19:16:07.823171,777,1814922,379142309,map,0.08878234,10.05959225,10.61261272,-0.027952218,0.032111703,-0.706159085,-0.706772117,26
2023/02/19/19:16:07.859446,778,1814922,411142309,map,0.088686757,10.07811451,10.68448734,-0.028371408,0.03242441,-0.706154569,-0.706745697,26
2023/02/19/19:16:07.891270,779,1814922,443142309,map,0.088464059,10.09587955,10.7587595,-0.028749956,0.03272893,-0.706127886,-0.70674313,26
2023/02/19/19:16:07.922981,780,1814922,475776924,map,0.088141508,10.1131258,10.83486366,-0.029154363,0.033140255,-0.706052921,-0.706782187,26
2023/02/19/19:16:07.963500,781,1814922,515776924,map,0.087635085,10.13373947,10.93280315,-0.029645656,0.033578467,-0.706037809,-0.706756079,26
2023/02/19/19:16:07.995404,782,1814922,547776924,map,0.087121457,10.14940834,11.01329803,-0.029743407,0.033691715,-0.706049853,-0.706734594,26
2023/02/19/19:16:08.027406,783,1814922,580422005,map,0.086525902,10.16455746,11.09540939,-0.030190589,0.033980912,-0.706104293,-0.706647364,26
2023/02/19/19:16:08.063611,784,1814922,612422005,map,0.08585842,10.17899895,11.17923927,-0.030475122,0.034062029,-0.706117921,-0.706617804,26
2023/02/19/19:16:08.095816,785,1814922,644422005,map,0.085137263,10.19295597,11.2644968,-0.030637983,0.034209089,-0.706109299,-0.706612096,26
2023/02/19/19:16:08.127000,786,1814922,677065266,map,0.084375538,10.20640087,11.35126209,-0.030868814,0.03423241,-0.706096066,-0.706614203,26
2023/02/19/19:16:08.163553,787,1814922,717065266,map,0.083334774,10.22209358,11.46182537,-0.03093086,0.03419965,-0.706079005,-0.706630167,26
2023/02/19/19:16:08.195107,788,1814922,749065266,map,0.082428075,10.23401356,11.55167389,-0.031016379,0.034269885,-0.706079283,-0.706622809,26
2023/02/19/19:16:08.227409,789,1814922,781706027,map,0.081482261,10.245224,11.64272213,-0.031013801,0.03425985,-0.706012794,-0.706689804,26
2023/02/19/19:16:08.262836,790,1814922,813706027,map,0.08048515,10.25572395,11.73485851,-0.030905786,0.034192481,-0.70601233,-0.706698276,26
2023/02/19/19:16:08.295633,791,1814922,845706027,map,0.079414241,10.26586437,11.82799339,-0.030830867,0.034063605,-0.705984104,-0.706735859,26
2023/02/19/19:16:08.327470,792,1814922,878345538,map,0.078272961,10.27528667,11.92218399,-0.030855897,0.033965124,-0.706038643,-0.706685112,26
2023/02/19/19:16:08.363199,793,1814922,918345538,map,0.076763138,10.28599262,12.04124546,-0.030625602,0.033615162,-0.706072832,-0.70667756,26
2023/02/19/19:16:08.395412,794,1814922,950345538,map,0.07551752,10.29402828,12.13742065,-0.030653861,0.033441507,-0.706090369,-0.706667104,26
2023/02/19/19:16:08.427156,795,1814922,982982462,map,0.07422059,10.30135822,12.23419571,-0.030396296,0.033082031,-0.70616786,-0.706617767,26
2023/02/19/19:16:08.463119,796,1814923,14982462,map,0.072864048,10.30803394,12.33111477,-0.030242875,0.03278209,-0.706170179,-0.706636016,27
2023/02/19/19:16:08.495155,797,1814923,46982462,map,0.071385056,10.31428051,12.42783546,-0.030188971,0.032582685,-0.706192231,-0.706625597,27
2023/02/19/19:16:08.527067,798,1814923,79617489,map,0.069847666,10.31984711,12.52387619,-0.030103169,0.032285768,-0.70626515,-0.706569957,27
2023/02/19/19:16:08.563029,799,1814923,119617489,map,0.067819938,10.32633114,12.64274311,-0.030055013,0.031915859,-0.706255048,-0.706598772,27
2023/02/19/19:16:08.595536,800,1814923,151617489,map,0.066126034,10.33094883,12.73672867,-0.030002966,0.031766206,-0.706274019,-0.706588906,27
2023/02/19/19:16:08.627207,801,1814923,184251116,map,0.064394228,10.33493805,12.82916069,-0.030037146,0.031509327,-0.706384519,-0.706488437,27
2023/02/19/19:16:08.663200,802,1814923,216251116,map,0.062609345,10.33860874,12.92055511,-0.029983421,0.031307438,-0.706348962,-0.706535289,27
2023/02/19/19:16:08.695238,803,1814923,248251116,map,0.060782701,10.34175014,13.01037502,-0.029968072,0.03116423,-0.706315991,-0.706575172,27
2023/02/19/19:16:08.727334,804,1814923,280882498,map,0.05893882,10.34437752,13.09835911,-0.030021653,0.030978587,-0.706396888,-0.70650026,27
2023/02/19/19:16:08.763137,805,1814923,320882498,map,0.056542005,10.34711075,13.2061491,-0.030018221,0.030435517,-0.706433652,-0.706487266,27
2023/02/19/19:16:08.795194,806,1814923,352882498,map,0.054561734,10.34880543,13.29039574,-0.029903017,0.030440544,-0.706446335,-0.70647922,27
2023/02/19/19:16:08.827225,807,1814923,385512949,map,0.052551497,10.35005379,13.37259102,-0.029639317,0.029991988,-0.706458202,-0.706497614,27
2023/02/19/19:16:08.863681,808,1814923,417512949,map,0.050498471,10.35090637,13.45305538,-0.029384985,0.02954526,-0.706446881,-0.706538354,27
2023/02/19/19:16:08.895537,809,1814923,449512949,map,0.048401959,10.35130024,13.53132057,-0.029284684,0.02936539,-0.706421826,-0.706575041,27
2023/02/19/19:16:08.927371,810,1814923,482141060,map,0.046213832,10.35131264,13.60774136,-0.028984133,0.028690584,-0.706400334,-0.706636657,27
2023/02/19/19:16:08.963520,811,1814923,522141060,map,0.043410957,10.35073185,13.70012093,-0.028734518,0.028164423,-0.706419203,-0.70664923,27
2023/02/19/19:16:08.995832,812,1814923,554141060,map,0.041144773,10.3497839,13.77152443,-0.028527238,0.02794789,-0.706463059,-0.706622316,27
