time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,x_pose,y_pose,z_pose,.pose.orientation.x,.pose.orientation.y,.pose.orientation.z,.pose.orientation.w,c
2023/02/19/19:15:41.775666,0,1814896,293585439,map,0.01089377,9.80164814,14.89385033,0.000101643,0.002633594,-0.70709967,-0.707109088,0
2023/02/19/19:15:41.811467,1,1814896,334250498,map,0.012584649,9.80160141,14.89023209,-0.000177625,0.00317052,-0.707144072,-0.70706241,0
2023/02/19/19:15:41.843602,2,1814896,366250498,map,0.013956666,9.801872253,14.88753605,-0.000263623,0.003346745,-0.707138111,-0.707067528,0
2023/02/19/19:15:41.875626,3,1814896,398250498,map,0.015406368,9.802312851,14.88489628,-0.000451428,0.00388179,-0.707123704,-0.707079069,0
2023/02/19/19:15:41.911653,4,1814896,430913986,map,0.016821567,9.803107262,14.88252258,-0.000931126,0.004381688,-0.707079484,-0.707120001,0
2023/02/19/19:15:41.943130,5,1814896,462913986,map,0.018225633,9.804114342,14.88020611,-0.000971858,0.004659436,-0.707037243,-0.707160304,0
2023/02/19/19:15:41.975566,6,1814896,494913986,map,0.019604685,9.805353165,14.87804222,-0.001256078,0.005149906,-0.7070245,-0.707169337,0
2023/02/19/19:15:42.015501,7,1814896,535575742,map,0.021274902,9.807177544,14.87556076,-0.001516001,0.005600665,-0.707076513,-0.707113363,0
2023/02/19/19:15:42.047484,8,1814896,567575742,map,0.022630509,9.80883503,14.87373924,-0.001653014,0.005846919,-0.707131143,-0.707056289,0
2023/02/19/19:15:42.079187,9,1814896,599575742,map,0.023987604,9.810633659,14.87200642,-0.001977897,0.006261009,-0.707118191,-0.707065025,0
2023/02/19/19:15:42.115091,10,1814896,632247437,map,0.025286423,9.812687874,14.87052822,-0.002196817,0.0066574,-0.707108467,-0.707070367,0
2023/02/19/19:15:42.147173,11,1814896,664247437,map,0.026606534,9.814875603,14.86902428,-0.002267949,0.006863909,-0.707105006,-0.707071636,0
2023/02/19/19:15:42.179143,12,1814896,696247437,map,0.027900644,9.817322731,14.86769581,-0.002710539,0.007285727,-0.707110103,-0.707060807,0
2023/02/19/19:15:42.215535,13,1814896,736918038,map,0.029478462,9.820696831,14.86628342,-0.002986292,0.007713932,-0.707133271,-0.707032076,0
2023/02/19/19:15:42.247235,14,1814896,768918038,map,0.03076352,9.823565483,14.86518764,-0.003199356,0.007923864,-0.707128669,-0.70703339,0
2023/02/19/19:15:42.279100,15,1814896,800918038,map,0.032014523,9.826638222,14.86430168,-0.003649596,0.008450547,-0.707169637,-0.706984161,0
2023/02/19/19:15:42.315296,16,1814896,833586950,map,0.033243909,9.829907417,14.86357212,-0.004104523,0.00883624,-0.707234273,-0.706912107,0
2023/02/19/19:15:42.347405,17,1814896,865586950,map,0.034491464,9.83333683,14.86284733,-0.004321807,0.009038867,-0.707193144,-0.706949527,0
2023/02/19/19:15:42.379394,18,1814896,897586950,map,0.035703961,9.836956978,14.86226559,-0.004674547,0.009425507,-0.707172485,-0.706962937,0
2023/02/19/19:15:42.415477,19,1814896,938253934,map,0.037231401,9.841706276,14.86167908,-0.005153511,0.010013807,-0.707126368,-0.706997506,0
2023/02/19/19:15:42.447511,20,1814896,970253934,map,0.038443215,9.845645905,14.86132717,-0.005339137,0.010232015,-0.707138349,-0.706981057,0
2023/02/19/19:15:42.479471,21,1814897,2253934,map,0.039572205,9.849737167,14.86118412,-0.005725963,0.010579611,-0.707208579,-0.706902735,1
2023/02/19/19:15:42.515097,22,1814897,34919198,map,0.040733378,9.853983879,14.86099625,-0.006013178,0.010974121,-0.707154674,-0.706948211,1
2023/02/19/19:15:42.547251,23,1814897,66919198,map,0.041835282,9.858323097,14.86090374,-0.006292753,0.011141816,-0.707137795,-0.706960116,1
2023/02/19/19:15:42.578946,24,1814897,98919198,map,0.042876482,9.862732887,14.86093044,-0.006661012,0.011547511,-0.70714611,-0.706941939,1
2023/02/19/19:15:42.615613,25,1814897,139582528,map,0.044170488,9.868393898,14.86099148,-0.007064255,0.01182648,-0.707111859,-0.706967507,1
2023/02/19/19:15:42.647484,26,1814897,171582528,map,0.045092072,9.873042107,14.86122894,-0.007338785,0.011999879,-0.707115774,-0.706957861,1
2023/02/19/19:15:42.679272,27,1814897,203582528,map,0.045958005,9.877783775,14.86161613,-0.007675365,0.012407744,-0.707084106,-0.706978908,1
2023/02/19/19:15:42.719658,28,1814897,236244737,map,0.046826851,9.882600784,14.86203003,-0.00804647,0.012645217,-0.70707809,-0.706976663,1
2023/02/19/19:15:42.751701,29,1814897,268244737,map,0.047638442,9.887482643,14.86254692,-0.008256704,0.012963445,-0.707074329,-0.706972248,1
2023/02/19/19:15:42.783319,30,1814897,300244737,map,0.048443265,9.892419815,14.86310101,-0.008592862,0.013272818,-0.707061577,-0.706975221,1
2023/02/19/19:15:42.819527,31,1814897,340917572,map,0.049446963,9.898673058,14.86389256,-0.008944217,0.013680667,-0.70700891,-0.70701575,1
2023/02/19/19:15:42.851290,32,1814897,372917572,map,0.05021251,9.903734207,14.86457539,-0.009115446,0.01391061,-0.707012942,-0.707005143,1
2023/02/19/19:15:42.883433,33,1814897,404917572,map,0.050925594,9.908840179,14.86527443,-0.009379876,0.014359336,-0.706932781,-0.707072829,1
2023/02/19/19:15:42.919237,34,1814897,437587915,map,0.051551599,9.914031029,14.86604977,-0.00969124,0.014777129,-0.706942735,-0.707050062,1
2023/02/19/19:15:42.951347,35,1814897,469587915,map,0.052110236,9.919267654,14.86689377,-0.00992819,0.015059215,-0.706936876,-0.707046648,1
2023/02/19/19:15:42.983044,36,1814897,501587915,map,0.052730449,9.924552917,14.86770153,-0.010260189,0.015277867,-0.706908186,-0.707065898,1
2023/02/19/19:15:43.019400,37,1814897,542256688,map,0.053441465,9.931138039,14.86882687,-0.010660344,0.015730782,-0.706879073,-0.707079079,1
2023/02/19/19:15:43.051240,38,1814897,574256688,map,0.053918649,9.936375618,14.86985874,-0.010846765,0.015825201,-0.706847819,-0.707105444,1
2023/02/19/19:15:43.083094,39,1814897,606256688,map,0.054404411,9.941599846,14.87081051,-0.011153444,0.016123264,-0.706860651,-0.707081149,1
2023/02/19/19:15:43.119289,40,1814897,638923546,map,0.054852881,9.94674778,14.87186527,-0.011572299,0.016412576,-0.7068556,-0.707072713,1
2023/02/19/19:15:43.151718,41,1814897,670923546,map,0.055246823,9.951810837,14.87303257,-0.011618988,0.016435638,-0.706885363,-0.70704177,1
2023/02/19/19:15:43.183549,42,1814897,702923546,map,0.055672329,9.956805229,14.87421608,-0.011868498,0.01670171,-0.706869295,-0.707047385,1
2023/02/19/19:15:43.219376,43,1814897,743589071,map,0.056119811,9.962943077,14.87580395,-0.012073253,0.016865355,-0.706881297,-0.70702805,1
2023/02/19/19:15:43.251269,44,1814897,775589071,map,0.056455869,9.967826843,14.87707901,-0.012144886,0.016913749,-0.706867432,-0.707039555,1
2023/02/19/19:15:43.283367,45,1814897,807589071,map,0.056800105,9.972615242,14.87834263,-0.012327318,0.017086065,-0.706800079,-0.707099574,1
2023/02/19/19:15:43.323440,46,1814897,840252927,map,0.057056718,9.977290154,14.87972832,-0.012482044,0.017250885,-0.70681334,-0.707079653,1
2023/02/19/19:15:43.355467,47,1814897,872252927,map,0.057332903,9.981941223,14.88103485,-0.012551432,0.017330523,-0.706746212,-0.707143578,1
2023/02/19/19:15:43.387718,48,1814897,904252927,map,0.057561748,9.986523628,14.88240814,-0.012689949,0.017487447,-0.706749768,-0.707133532,1
2023/02/19/19:15:43.427408,49,1814897,944927324,map,0.057745945,9.992119789,14.88424683,-0.01282021,0.017619785,-0.706762408,-0.707115412,1
2023/02/19/19:15:43.459557,50,1814897,976927324,map,0.057866603,9.996459961,14.8857069,-0.012973186,0.017659281,-0.706742799,-0.707131229,1
2023/02/19/19:15:43.491631,51,1814898,8927324,map,0.057942942,10.00070953,14.8871994,-0.013107928,0.017692235,-0.706766585,-0.707104155,2
2023/02/19/19:15:43.527512,52,1814898,41612112,map,0.057968035,10.00487614,14.88871765,-0.013257161,0.017797393,-0.706789437,-0.707075908,2
2023/02/19/19:15:43.559556,53,1814898,73612112,map,0.05797049,10.00894928,14.89018917,-0.013252336,0.017759049,-0.706822522,-0.707043919,2
2023/02/19/19:15:43.591382,54,1814898,105612112,map,0.057904422,10.01288891,14.89165211,-0.013534393,0.017832843,-0.70688302,-0.706976088,2
2023/02/19/19:15:43.627352,55,1814898,146294805,map,0.057804748,10.01759815,14.89346504,-0.013749606,0.017887607,-0.706799633,-0.707053911,2
2023/02/19/19:15:43.659434,56,1814898,178294805,map,0.057771921,10.02125454,14.89486504,-0.013765078,0.017830357,-0.706870388,-0.706984336,2
2023/02/19/19:15:43.691823,57,1814898,210294805,map,0.057631232,10.02473831,14.89632225,-0.014032434,0.01779257,-0.706910947,-0.706939478,2
2023/02/19/19:15:43.727612,58,1814898,242976224,map,0.057490174,10.02809334,14.89771557,-0.014090764,0.017597726,-0.706922693,-0.706931526,2
2023/02/19/19:15:43.759452,59,1814898,274976224,map,0.057341319,10.03134823,14.89901543,-0.014240367,0.017700643,-0.706909082,-0.706939573,2
2023/02/19/19:15:43.791815,60,1814898,306976224,map,0.057112031,10.03442192,14.90035915,-0.014315931,0.017532731,-0.706967492,-0.70688386,2
2023/02/19/19:15:43.831227,61,1814898,347655543,map,0.05688801,10.03815556,14.90197849,-0.014295922,0.017559614,-0.706941719,-0.70690938,2
2023/02/19/19:15:43.863689,62,1814898,379655543,map,0.056666333,10.04106045,14.90322971,-0.014236249,0.017537211,-0.706921526,-0.706931344,2
2023/02/19/19:15:43.895744,63,1814898,411655543,map,0.056354716,10.04379749,14.90450478,-0.014208602,0.017487801,-0.706928759,-0.706925881,2
2023/02/19/19:15:43.931287,64,1814898,444344930,map,0.056066185,10.04644299,14.90565491,-0.014261482,0.017382138,-0.706901251,-0.706954906,2
2023/02/19/19:15:43.963374,65,1814898,476344930,map,0.055657897,10.0489378,14.90684891,-0.014283794,0.017247201,-0.7068527,-0.707006323,2
2023/02/19/19:15:43.995414,66,1814898,508344930,map,0.055224925,10.05136299,14.90796566,-0.01429825,0.017246472,-0.706750513,-0.707108089,2
2023/02/19/19:15:44.035606,67,1814898,549032900,map,0.054663986,10.05428696,14.90932178,-0.014271796,0.0170112,-0.706751407,-0.707113432,2
2023/02/19/19:15:44.067692,68,1814898,581032900,map,0.054152556,10.05648994,14.91041756,-0.014372332,0.016907009,-0.706732223,-0.707133122,2
2023/02/19/19:15:44.099259,69,1814898,613032900,map,0.053622901,10.05864429,14.91144466,-0.014184126,0.01682923,-0.706830032,-0.70704096,2
2023/02/19/19:15:44.135266,70,1814898,645730865,map,0.05301353,10.06073761,14.91244411,-0.0141546,0.016790407,-0.706876267,-0.706996328,2
2023/02/19/19:15:44.167127,71,1814898,677730865,map,0.052307077,10.06265163,14.91353703,-0.014186369,0.016679747,-0.706877958,-0.706996659,2
2023/02/19/19:15:44.199089,72,1814898,709730865,map,0.051528268,10.06459236,14.91456509,-0.014275664,0.016658074,-0.706961576,-0.706911693,2
2023/02/19/19:15:44.235291,73,1814898,750427436,map,0.050494008,10.06687832,14.91590214,-0.01417458,0.016554943,-0.706936535,-0.706941201,2
2023/02/19/19:15:44.267263,74,1814898,782427436,map,0.049600698,10.06856823,14.91702175,-0.014132799,0.016632441,-0.706963352,-0.706913372,2
2023/02/19/19:15:44.299362,75,1814898,814427436,map,0.048686463,10.07019806,14.91810608,-0.014159083,0.016358571,-0.706953447,-0.706929178,2
2023/02/19/19:15:44.335565,76,1814898,847121729,map,0.047773547,10.0716877,14.91923237,-0.014238404,0.01631962,-0.706906023,-0.706975928,2
2023/02/19/19:15:44.367167,77,1814898,879121729,map,0.046831202,10.07304001,14.92042637,-0.014194953,0.016182565,-0.70694584,-0.706940157,2
2023/02/19/19:15:44.399041,78,1814898,911121729,map,0.045900673,10.07431507,14.92161179,-0.014272504,0.016077131,-0.707032447,-0.706854393,2
2023/02/19/19:15:44.435234,79,1814898,951814733,map,0.04466391,10.07568073,14.92311764,-0.014199434,0.015741037,-0.707050205,-0.70684557,2
2023/02/19/19:15:44.467124,80,1814898,983814733,map,0.043663025,10.07659245,14.92429543,-0.014267976,0.015747958,-0.707088624,-0.70680555,2
2023/02/19/19:15:44.499126,81,1814899,15814733,map,0.042672865,10.07739449,14.92544842,-0.014243554,0.015491403,-0.707066408,-0.706834087,3
2023/02/19/19:15:44.535481,82,1814899,48505611,map,0.041643135,10.07807732,14.92664146,-0.014273962,0.015276268,-0.707015569,-0.706888972,3
2023/02/19/19:15:44.567419,83,1814899,80505611,map,0.040595774,10.07867718,14.92782974,-0.014214253,0.015041592,-0.70694158,-0.706969115,3
2023/02/19/19:15:44.599410,84,1814899,112505611,map,0.039535694,10.07915974,14.92906761,-0.014080058,0.01491037,-0.706938069,-0.706978021,3
2023/02/19/19:15:44.635484,85,1814899,153194652,map,0.038145509,10.07962322,14.93062305,-0.013926279,0.014648033,-0.706918256,-0.707006432,3
2023/02/19/19:15:44.667209,86,1814899,185194652,map,0.036955263,10.07988644,14.93186665,-0.013898224,0.01466504,-0.706910227,-0.70701463,3
2023/02/19/19:15:44.699580,87,1814899,217194652,map,0.03573297,10.08003616,14.93316364,-0.013690794,0.014338504,-0.706918952,-0.707016694,3
2023/02/19/19:15:44.735594,88,1814899,249882828,map,0.034516435,10.08004284,14.93452072,-0.013660482,0.014006493,-0.706863601,-0.70707921,3
2023/02/19/19:15:44.767301,89,1814899,281882828,map,0.03330807,10.07998562,14.93594551,-0.013652731,0.013955939,-0.706901,-0.707042991,3
2023/02/19/19:15:44.799283,90,1814899,313882828,map,0.032077301,10.07982922,14.93739891,-0.013670249,0.013780783,-0.706938842,-0.707008353,3
2023/02/19/19:15:44.835661,91,1814899,354568536,map,0.030524708,10.0794735,14.9392395,-0.013570228,0.013543883,-0.706894871,-0.707058729,3
2023/02/19/19:15:44.867226,92,1814899,386568536,map,0.029330768,10.07921982,14.9406147,-0.013519824,0.013404262,-0.706933029,-0.707024281,3
2023/02/19/19:15:44.899349,93,1814899,418568536,map,0.02812583,10.07888985,14.94195843,-0.013409301,0.013133251,-0.706944311,-0.707020163,3
2023/02/19/19:15:44.935102,94,1814899,451252738,map,0.02692456,10.07841682,14.94433594,-0.02327606,0.003012676,-0.707022303,-0.706801738,3
2023/02/19/19:15:44.967214,95,1814899,483252738,map,0.026182348,10.07782173,14.94971943,-0.041627337,-0.015465268,-0.706903858,-0.705914306,3
2023/02/19/19:15:44.999671,96,1814899,515252738,map,0.026956469,10.07702351,14.95773888,-0.0844314,-0.0589414,-0.70468594,-0.702007951,3
2023/02/19/19:15:45.039542,97,1814899,555935135,map,0.031902108,10.07606125,14.96990013,-0.131700924,-0.106888023,-0.699074412,-0.694640104,3
2023/02/19/19:15:45.071465,98,1814899,587935135,map,0.0400966,10.07521152,14.97995567,-0.152772474,-0.128547962,-0.695484211,-0.690244741,3
2023/02/19/19:15:45.103686,99,1814899,620628391,map,0.052963801,10.07425785,14.98979855,-0.187454627,-0.164005667,-0.68808654,-0.681542316,3
2023/02/19/19:15:45.139832,100,1814899,652628391,map,0.070254289,10.0734272,14.9978838,-0.21041147,-0.187622019,-0.682062694,-0.6747708,3
2023/02/19/19:15:45.171304,101,1814899,684628391,map,0.092329673,10.07258892,15.0045805,-0.217705048,-0.195153679,-0.67997741,-0.672421308,3
2023/02/19/19:15:45.203484,102,1814899,717319851,map,0.119435273,10.07177544,15.00969028,-0.22511428,-0.202964644,-0.677644326,-0.670020205,3
2023/02/19/19:15:45.239568,103,1814899,757319851,map,0.158807427,10.07082939,15.01403332,-0.225120973,-0.202858989,-0.67761693,-0.670077695,3
2023/02/19/19:15:45.271328,104,1814899,789319851,map,0.195633188,10.0700779,15.01619816,-0.222842832,-0.20051497,-0.678259254,-0.670894494,3
2023/02/19/19:15:45.303298,105,1814899,822009219,map,0.237031177,10.06933498,15.01733208,-0.215238674,-0.192883042,-0.680411762,-0.673430317,3
2023/02/19/19:15:45.339662,106,1814899,854009219,map,0.281896323,10.06860638,15.01787758,-0.205084244,-0.182444943,-0.683198278,-0.676678977,3
2023/02/19/19:15:45.371341,107,1814899,886009219,map,0.330965251,10.06785297,15.0177927,-0.19927782,-0.17666385,-0.684685286,-0.678442587,3
2023/02/19/19:15:45.403725,108,1814899,918697457,map,0.383359164,10.06714249,15.01739979,-0.187244613,-0.164505819,-0.687659597,-0.681910254,3
2023/02/19/19:15:45.443348,109,1814899,958697457,map,0.454207331,10.06614971,15.01641655,-0.174973186,-0.152186879,-0.690508938,-0.685143124,3
2023/02/19/19:15:45.475108,110,1814899,990697457,map,0.514858782,10.06528854,15.01537514,-0.168887268,-0.146091936,-0.69186653,-0.686625808,3
2023/02/19/19:15:45.507889,111,1814900,23395177,map,0.578431249,10.06436539,15.01429749,-0.155830004,-0.133160105,-0.694498591,-0.68967902,4
2023/02/19/19:15:45.543855,112,1814900,55395177,map,0.644995391,10.06336308,15.01318169,-0.144777679,-0.121907327,-0.696546013,-0.692099585,4
2023/02/19/19:15:45.575612,113,1814900,87395177,map,0.715497017,10.06225777,15.01191711,-0.140342311,-0.117681539,-0.697355021,-0.692929331,4
2023/02/19/19:15:45.607589,114,1814900,120091584,map,0.788142264,10.06105709,15.01068783,-0.128861616,-0.106361273,-0.699222746,-0.695103995,4
2023/02/19/19:15:45.643525,115,1814900,160091584,map,0.883379936,10.05940533,15.00908184,-0.119825105,-0.097450033,-0.700517583,-0.696721336,4
2023/02/19/19:15:45.675406,116,1814900,192091584,map,0.963145375,10.05796528,15.00774288,-0.114882547,-0.092662865,-0.701133169,-0.697587212,4
2023/02/19/19:15:45.707482,117,1814900,224786394,map,1.044919968,10.05642414,15.00641727,-0.105239106,-0.083274939,-0.702392672,-0.699024012,4
2023/02/19/19:15:45.743735,118,1814900,256786394,map,1.129670143,10.05480385,15.00503063,-0.09596057,-0.074310127,-0.703389885,-0.700365864,4
2023/02/19/19:15:45.779432,119,1814900,288786394,map,1.216563582,10.05311012,15.00364304,-0.091408397,-0.069900837,-0.70383096,-0.700985288,4
2023/02/19/19:15:45.811661,120,1814900,321490931,map,1.305600286,10.05133915,15.00224113,-0.082229903,-0.061229487,-0.704767043,-0.701991838,4
2023/02/19/19:15:45.847814,121,1814900,361490931,map,1.420112729,10.04900932,15.00047112,-0.073270375,-0.052735594,-0.705515981,-0.702920935,4
2023/02/19/19:15:45.879608,122,1814900,393490931,map,1.513885379,10.04704762,14.99907017,-0.068886399,-0.048520676,-0.705783439,-0.703399138,4
2023/02/19/19:15:45.911718,123,1814900,426194766,map,1.609549761,10.04504204,14.9976759,-0.060065995,-0.040081365,-0.706285432,-0.704234718,4
2023/02/19/19:15:45.951511,124,1814900,458194766,map,1.707032681,10.04300404,14.99631023,-0.051375396,-0.031698071,-0.706642187,-0.70499123,4
2023/02/19/19:15:45.983246,125,1814900,490194766,map,1.80602026,10.04087734,14.99490738,-0.046987384,-0.02746712,-0.706833828,-0.70528276,4
2023/02/19/19:15:46.015587,126,1814900,522908126,map,1.906539917,10.03870487,14.99350357,-0.03850105,-0.019207916,-0.706992378,-0.70591126,4
2023/02/19/19:15:46.051405,127,1814900,562908126,map,2.034100294,10.03585243,14.99174023,-0.030127585,-0.011199689,-0.70712597,-0.70635685,4
2023/02/19/19:15:46.083530,128,1814900,594908126,map,2.137570143,10.03345871,14.99035263,-0.025949816,-0.007150981,-0.707172977,-0.706527996,4
2023/02/19/19:15:46.115700,129,1814900,627620213,map,2.241967916,10.03101158,14.98901844,-0.017894995,0.000695402,-0.707268893,-0.706717751,4
2023/02/19/19:15:46.151430,130,1814900,659620213,map,2.347084522,10.02852631,14.98772907,-0.009931672,0.008000134,-0.707277982,-0.706820604,4
2023/02/19/19:15:46.183313,131,1814900,691620213,map,2.452964067,10.02597618,14.98646736,-0.006192904,0.011814069,-0.707245453,-0.706842259,4
2023/02/19/19:15:46.215752,132,1814900,724330134,map,2.559289932,10.02339077,14.98526478,0.00206292,0.019570208,-0.707010904,-0.706928788,4
2023/02/19/19:15:46.251590,133,1814900,764330134,map,2.692788839,10.02012348,14.98378468,0.00861677,0.025739863,-0.70671859,-0.706973869,4
2023/02/19/19:15:46.283325,134,1814900,796330134,map,2.799974442,10.0174799,14.98265934,0.0128911,0.029848014,-0.706540439,-0.706925354,4
2023/02/19/19:15:46.315322,135,1814900,829038219,map,2.907128334,10.01482964,14.98158741,0.019006246,0.035678732,-0.706147436,-0.706909954,4
2023/02/19/19:15:46.351410,136,1814900,861038219,map,3.014420986,10.0121603,14.98050785,0.02552774,0.041821591,-0.705813014,-0.706701693,4
2023/02/19/19:15:46.383591,137,1814900,893038219,map,3.121398211,10.00951862,14.9794836,0.028808271,0.044756604,-0.705624333,-0.706584219,4
2023/02/19/19:15:46.415691,138,1814900,925744651,map,3.227875948,10.00687885,14.97851181,0.035455411,0.051237907,-0.70511401,-0.706351072,4
2023/02/19/19:15:46.451428,139,1814900,965744651,map,3.360918045,10.00354958,14.9772644,0.040635128,0.056235252,-0.704709822,-0.70609524,4
2023/02/19/19:15:46.483533,140,1814900,997744651,map,3.466422558,10.00098133,14.97632408,0.04342799,0.058869924,-0.704466117,-0.705957432,4
2023/02/19/19:15:46.515345,141,1814901,30449375,map,3.571020603,9.998487473,14.97544098,0.049299547,0.064578878,-0.703923763,-0.705613691,5
2023/02/19/19:15:46.551605,142,1814901,62449375,map,3.675475121,9.995984077,14.974473,0.05386935,0.068890458,-0.703487517,-0.705306804,5
2023/02/19/19:15:46.583122,143,1814901,94449375,map,3.778295994,9.993563652,14.97361565,0.056778511,0.071703027,-0.703207038,-0.70507798,5
2023/02/19/19:15:46.615181,144,1814901,127151707,map,3.880268335,9.991233826,14.97272396,0.060999771,0.075664726,-0.702846402,-0.704670785,5
2023/02/19/19:15:46.651568,145,1814901,167151707,map,4.006361008,9.988420486,14.97161484,0.065194885,0.079811305,-0.702402666,-0.704280097,5
2023/02/19/19:15:46.683388,146,1814901,199151707,map,4.105318546,9.986258507,14.97078037,0.06712903,0.081754681,-0.702149188,-0.704128123,5
2023/02/19/19:15:46.715604,147,1814901,231852918,map,4.203146458,9.984087944,14.96995544,0.070918593,0.085457479,-0.701573408,-0.703890806,5
2023/02/19/19:15:46.751660,148,1814901,263852918,map,4.299762249,9.982011795,14.96916962,0.074964851,0.089400482,-0.70107522,-0.703478032,5
2023/02/19/19:15:46.783147,149,1814901,295852918,map,4.394007683,9.980020523,14.96849728,0.076307526,0.090773634,-0.700903509,-0.703328921,5
2023/02/19/19:15:46.814881,150,1814901,328552195,map,4.487408638,9.978154182,14.96779346,0.079637055,0.09384913,-0.70046595,-0.702992073,5
2023/02/19/19:15:46.851348,151,1814901,368552195,map,4.601332664,9.975952148,14.96701717,0.082459329,0.096799373,-0.700130491,-0.702600584,5
2023/02/19/19:15:46.883477,152,1814901,400552195,map,4.689655781,9.974332809,14.96654129,0.083909678,0.098095861,-0.699975934,-0.70240313,5
2023/02/19/19:15:46.914830,153,1814901,433250148,map,4.776798725,9.97282505,14.96610165,0.086308211,0.100635611,-0.699663495,-0.702064316,5
2023/02/19/19:15:46.951409,154,1814901,465250148,map,4.861607552,9.971418381,14.965765,0.088268335,0.102830576,-0.699424239,-0.701740912,5
2023/02/19/19:15:46.983165,155,1814901,497250148,map,4.9439888,9.97010994,14.96550655,0.089415722,0.103864668,-0.699267008,-0.701600081,5
2023/02/19/19:15:47.015482,156,1814901,529946151,map,5.024814606,9.968960762,14.96533203,0.090978312,0.105510907,-0.69909367,-0.701326157,5
2023/02/19/19:15:47.051478,157,1814901,569946151,map,5.121778488,9.967658043,14.96522141,0.092561657,0.107051592,-0.698892609,-0.701085939,5
2023/02/19/19:15:47.083379,158,1814901,601946151,map,5.196415901,9.966730118,14.96520233,0.093145196,0.107848298,-0.69884447,-0.700934472,5
2023/02/19/19:15:47.115023,159,1814901,634640885,map,5.268850803,9.965900421,14.96520138,0.094313381,0.108971364,-0.698658712,-0.700789713,5
2023/02/19/19:15:47.151729,160,1814901,666640885,map,5.338532448,9.965172768,14.9652338,0.095093874,0.109807877,-0.698534386,-0.70067768,5
2023/02/19/19:15:47.183434,161,1814901,698640885,map,5.40591526,9.964570045,14.96529007,0.095389569,0.110258476,-0.698465705,-0.700635094,5
2023/02/19/19:15:47.215241,162,1814901,731333575,map,5.47049427,9.964042664,14.96539879,0.095916883,0.11068543,-0.698359124,-0.700602168,5
2023/02/19/19:15:47.255599,163,1814901,771333575,map,5.54750824,9.963507652,14.96554661,0.095985314,0.111019396,-0.698234634,-0.700663944,5
2023/02/19/19:15:47.287615,164,1814901,803333575,map,5.606268883,9.963247299,14.96566772,0.096063979,0.111122679,-0.698211586,-0.700659764,5
2023/02/19/19:15:47.319389,165,1814901,836036463,map,5.662510872,9.963060379,14.96583748,0.095825521,0.11122572,-0.698233544,-0.700654244,5
2023/02/19/19:15:47.359492,166,1814901,868036463,map,5.715400219,9.962948799,14.96606731,0.095390225,0.110916322,-0.698275486,-0.700720788,5
2023/02/19/19:15:47.391497,167,1814901,900036463,map,5.766149044,9.962940216,14.9663353,0.09500573,0.11077668,-0.698333414,-0.70073746,5
2023/02/19/19:15:47.423395,168,1814901,932749404,map,5.813912392,9.963033676,14.96664238,0.09426544,0.110155184,-0.698439295,-0.700829922,5
2023/02/19/19:15:47.462901,169,1814901,972749404,map,5.869303226,9.963284492,14.96708965,0.093416993,0.109421354,-0.698574811,-0.700923347,5
2023/02/19/19:15:47.495528,170,1814902,4749404,map,5.910928249,9.963557243,14.9674921,0.092793096,0.109010799,-0.698620971,-0.70102428,6
2023/02/19/19:15:47.527444,171,1814902,37472118,map,5.949540615,9.963918686,14.96795082,0.091433237,0.107843637,-0.698862259,-0.701142926,6
2023/02/19/19:15:47.567437,172,1814902,69472118,map,5.98516655,9.964355469,14.96843624,0.08983801,0.106882722,-0.699070404,-0.701288646,6
2023/02/19/19:15:47.599322,173,1814902,101472118,map,6.018214226,9.964823723,14.9689846,0.089081611,0.106106324,-0.699144164,-0.701429583,6
2023/02/19/19:15:47.631220,174,1814902,134205460,map,6.048064232,9.965361595,14.96955395,0.087185967,0.104599642,-0.699364963,-0.701673831,6
2023/02/19/19:15:47.667291,175,1814902,174205460,map,6.082090855,9.966148376,14.97029591,0.085154457,0.102780827,-0.699582052,-0.701975655,6
2023/02/19/19:15:47.699205,176,1814902,206205460,map,6.106281281,9.966876984,14.97084618,0.084095992,0.101885301,-0.699693193,-0.702122958,6
2023/02/19/19:15:47.730968,177,1814902,238936976,map,6.127628326,9.967680931,14.97139645,0.081864675,0.099937463,-0.699980019,-0.702380838,6
2023/02/19/19:15:47.767326,178,1814902,270936976,map,6.146382332,9.968557358,14.97196102,0.079341703,0.097755519,-0.700307385,-0.702650946,6
2023/02/19/19:15:47.803629,179,1814902,303679260,map,6.162389278,9.969497681,14.97257614,0.07800439,0.096624112,-0.70045247,-0.702812606,6
2023/02/19/19:15:47.835557,180,1814902,335679260,map,6.175717354,9.970499992,14.97319317,0.075284866,0.094197896,-0.700847121,-0.703044931,6
2023/02/19/19:15:47.871605,181,1814902,375679260,map,6.188910007,9.971831322,14.9739275,0.072349168,0.091538547,-0.701190413,-0.703362164,6
2023/02/19/19:15:47.903454,182,1814902,408419900,map,6.196621895,9.972927094,14.97450161,0.0705072,0.089934251,-0.701346992,-0.70360008,6
2023/02/19/19:15:47.935800,183,1814902,440419900,map,6.201791763,9.974020958,14.97505379,0.067672267,0.087375305,-0.701687711,-0.703861049,6
2023/02/19/19:15:47.971469,184,1814902,472419900,map,6.204609871,9.975217819,14.9756031,0.064624791,0.084520599,-0.702082006,-0.704102834,6
